66,AMINO ACIDS METABOLISM,ARGININE METABOLISM,Arginine degradation,FAIL (should NOT fail)
67,AMINO ACIDS METABOLISM,ARGININE METABOLISM,Synthesis of arginine from glutamine,FAIL (should NOT fail)
68,AMINO ACIDS METABOLISM,ARGININE METABOLISM,Synthesis of nitric oxide from arginine,FAIL (should NOT fail)
69,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Synthesis of aspartate from glutamine,true
70,AMINO ACIDS METABOLISM,ARGININE METABOLISM,Synthesis of creatine from arginine,FAIL (should NOT fail)
71,AMINO ACIDS METABOLISM,ASPARAGINE METABOLISM,Asparagine synthesis,FAIL (should NOT fail)
72,AMINO ACIDS METABOLISM,ASPARAGINE METABOLISM,Asparagine degradation,FAIL (should NOT fail)
73,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Aspartate synthesis,true
74,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Aspartate degradation,true
75,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Conversion of aspartate to arginine,FAIL (should NOT fail)
76,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Conversion of aspartate to beta-alanine,true
77,AMINO ACIDS METABOLISM,ASPARTATE METABOLISM,Conversion of asparate to asparagine,true
78,AMINO ACIDS METABOLISM,BETA-ALANINE METABOLISM,beta-Alanine synthesis,FAIL (should NOT fail)
79,AMINO ACIDS METABOLISM,BETA-ALANINE METABOLISM,beta-Alanine degradation,FAIL (should NOT fail)
80,AMINO ACIDS METABOLISM,BETA-ALANINE METABOLISM,Conversion of carnosine to beta-alanine,FAIL (should NOT fail)
81,AMINO ACIDS METABOLISM,BETA-ALANINE METABOLISM,Beta-alanine to 3-oxopropanoate,true
82,AMINO ACIDS METABOLISM,CYSTEINE METABOLISM,Cysteine synthesis,FAIL (should fail)
83,AMINO ACIDS METABOLISM,CYSTEINE METABOLISM,Cysteine synthesis (need serine and methionine),FAIL (should NOT fail)
84,AMINO ACIDS METABOLISM,CYSTEINE METABOLISM,Cysteine degradation,FAIL (should NOT fail)
85,AMINO ACIDS METABOLISM,CYSTEINE METABOLISM,Synthesis of cysteine from cystine,FAIL (should NOT fail)
86,AMINO ACIDS METABOLISM,CYSTEINE METABOLISM,Synthesis of taurine from cysteine,FAIL (should NOT fail)
87,AMINO ACIDS METABOLISM,GLUTAMATE METABOLISM,Glutamate synthesis,true
88,AMINO ACIDS METABOLISM,GLUTAMATE METABOLISM,Glutamate degradation,true
89,AMINO ACIDS METABOLISM,GLUTAMATE METABOLISM,Conversion of glutamate to glutamine,true
90,AMINO ACIDS METABOLISM,GLUTAMATE METABOLISM,Conversion of glutamate to proline,FAIL (should NOT fail)
91,AMINO ACIDS METABOLISM,GLUTAMATE METABOLISM,Conversion of GABA into succinate,true
92,AMINO ACIDS METABOLISM,GLUTAMINE METABOLISM,Glutamine synthesis,true
93,AMINO ACIDS METABOLISM,GLUTAMINE METABOLISM,Glutamine degradation,true
94,AMINO ACIDS METABOLISM,GLUTAMINE METABOLISM,Glutaminolysis (glutamine to lactate),FAIL (should NOT fail)
95,AMINO ACIDS METABOLISM,GLUTATHIONE METABOLISM,Glutathionate synthesis,FAIL (should NOT fail)
96,AMINO ACIDS METABOLISM,GLYCINE METABOLISM,Glycine synthesis,FAIL (should NOT fail)
97,AMINO ACIDS METABOLISM,GLYCINE METABOLISM,Glycine degradation,FAIL (should NOT fail)
98,AMINO ACIDS METABOLISM,GLYCINE METABOLISM,Conversion of glycine to pyruvate,true
99,AMINO ACIDS METABOLISM,HISTIDINE METABOLISM,Histidine synthesis,FAIL (should fail)
100,AMINO ACIDS METABOLISM,HISTIDINE METABOLISM,Histidine degradation,FAIL (should NOT fail)
101,AMINO ACIDS METABOLISM,HISTIDINE METABOLISM,Conversion of histidine to glutamate,FAIL (should NOT fail)
102,AMINO ACIDS METABOLISM,HISTIDINE METABOLISM,Conversion of histidine to histamine,FAIL (should NOT fail)
103,AMINO ACIDS METABOLISM,HOMOCYSTEINE METABOLISM,Homocysteine synthesis,FAIL (should fail)
104,AMINO ACIDS METABOLISM,HOMOCYSTEINE METABOLISM,Homocysteine synthesis (need methionine),FAIL (should NOT fail)
105,AMINO ACIDS METABOLISM,HOMOCYSTEINE METABOLISM,Homocysteine degradation,FAIL (should NOT fail)
106,AMINO ACIDS METABOLISM,ISOLEUCINE METABOLISM,Isoleucine synthesis,FAIL (should fail)
107,AMINO ACIDS METABOLISM,ISOLEUCINE METABOLISM,Isoleucine degradation,FAIL (should NOT fail)
108,AMINO ACIDS METABOLISM,LEUCINE METABOLISM,Leucine synthesis,FAIL (should fail)
109,AMINO ACIDS METABOLISM,LEUCINE METABOLISM,Leucine degradation,FAIL (should NOT fail)
110,AMINO ACIDS METABOLISM,LEUCINE METABOLISM,Conversion of leucine to acetyl-coA,FAIL (should NOT fail)
111,AMINO ACIDS METABOLISM,LYSINE METABOLISM,Lysine synthesis,FAIL (should fail)
112,AMINO ACIDS METABOLISM,LYSINE METABOLISM,Lysine degradation,FAIL (should NOT fail)
113,AMINO ACIDS METABOLISM,LYSINE METABOLISM,Conversion of lysine to L-Saccharopine,true
114,AMINO ACIDS METABOLISM,LYSINE METABOLISM,Conversion of lysine to L-2-Aminoadipate,FAIL (should NOT fail)
115,AMINO ACIDS METABOLISM,METHIONINE METABOLISM,Methionine synthesis,FAIL (should fail)
116,AMINO ACIDS METABOLISM,METHIONINE METABOLISM,Methionine degradation,FAIL (should NOT fail)
117,AMINO ACIDS METABOLISM,METHIONINE METABOLISM,S-adenosyl-L-methionine synthesis,true
118,AMINO ACIDS METABOLISM,ORNITHINE METABOLISM,Ornithine degradation,true
119,AMINO ACIDS METABOLISM,ORNITHINE METABOLISM,Synthesis of ornithine from glutamine,FAIL (should NOT fail)
120,AMINO ACIDS METABOLISM,ORNITHINE METABOLISM,Synthesis of spermidine from ornithine,true
121,AMINO ACIDS METABOLISM,SERINE METABOLISM,Serine synthesis,FAIL (should NOT fail)
122,AMINO ACIDS METABOLISM,SERINE METABOLISM,Serine degradation,true
123,AMINO ACIDS METABOLISM,PHENYLALANINE METABOLISM,Phenylalanine synthesis,FAIL (should fail)
124,AMINO ACIDS METABOLISM,PHENYLALANINE METABOLISM,Phenylalanine degradation,FAIL (should NOT fail)
125,AMINO ACIDS METABOLISM,PHENYLALANINE METABOLISM,Phenylalanine to phenylacetaldehyde,FAIL (should NOT fail)
126,AMINO ACIDS METABOLISM,PHENYLALANINE METABOLISM,Phenylalanine to phenylacetyl-L-glutaminate,FAIL (should NOT fail)
127,AMINO ACIDS METABOLISM,PHENYLALANINE METABOLISM,Phenylalanine to tyrosine,FAIL (should NOT fail)
128,AMINO ACIDS METABOLISM,PROLINE METABOLISM,Proline synthesis,FAIL (should NOT fail)
129,AMINO ACIDS METABOLISM,PROLINE METABOLISM,Proline degradation,FAIL (should NOT fail)
130,AMINO ACIDS METABOLISM,PROLINE METABOLISM,Synthesis of proline from glutamine,FAIL (should NOT fail)
131,AMINO ACIDS METABOLISM,THREONINE METABOLISM,Threonine synthesis,FAIL (should fail)
132,AMINO ACIDS METABOLISM,THREONINE METABOLISM,Threonine degradation,FAIL (should NOT fail)
133,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Tryptophan synthesis,FAIL (should fail)
134,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Tryptophan degradation,FAIL (should NOT fail)
135,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of anthranilate from tryptophan,FAIL (should NOT fail)
136,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of kynate from tryptophan,FAIL (should NOT fail)
137,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of L-kynurenine from tryptophan,FAIL (should NOT fail)
138,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of N-formylanthranilate from tryptophan,FAIL (should NOT fail)
139,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of quinolinate from tryptophan,FAIL (should NOT fail)
140,AMINO ACIDS METABOLISM,TRYPTOPHAN METABOLISM,Synthesis of serotonin from tryptophan,FAIL (should NOT fail)
141,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine synthesis,FAIL (should fail)
142,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine synthesis (need phenylalanine),FAIL (should NOT fail)
143,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine degradation,FAIL (should NOT fail)
144,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine to adrenaline,FAIL (should NOT fail)
145,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine to dopamine,FAIL (should NOT fail)
146,AMINO ACIDS METABOLISM,TYROSINE METABOLISM,Tyrosine to acetoacetate and fumarate,FAIL (should NOT fail)
147,AMINO ACIDS METABOLISM,VALINE METABOLISM,Valine synthesis,FAIL (should fail)
148,AMINO ACIDS METABOLISM,VALINE METABOLISM,Valine degradation,FAIL (should NOT fail)
149,AMINO ACIDS METABOLISM,VALINE METABOLISM,Valine to succinyl-coA,FAIL (should NOT fail)
150,LIPIDS METABOLISM,CHOLESTEROL METABOLISM,Hydroxymethylglutaryl-CoA synthesis,true
151,LIPIDS METABOLISM,CHOLESTEROL METABOLISM,Cholesterol synthesis,FAIL (should NOT fail)
152,LIPIDS METABOLISM,CHOLESTEROL METABOLISM,Acetoacetate synthesis,true
153,LIPIDS METABOLISM,CHOLESTEROL METABOLISM,Mevalonate synthesis,true
154,LIPIDS METABOLISM,CHOLESTEROL METABOLISM,Farnesyl-pyrophosphate synthesis,FAIL (should NOT fail)
155,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Glycerol-3-phosphate synthesis,FAIL (should NOT fail)
156,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Phosphatidyl-choline synthesis,FAIL (should NOT fail)
157,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Phosphatidyl-ethanolamine synthesis,FAIL (should NOT fail)
158,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Phosphatidyl-serine synthesis,FAIL (should NOT fail)
159,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Phosphatidyl-inositol synthesis,FAIL (should NOT fail)
160,LIPIDS METABOLISM,GLYCEROPHOSPHOLIPID METABOLISM,Cardiolipin synthesis,FAIL (should NOT fail)
161,LIPIDS METABOLISM,TRIACYLGLYCEROL METABOLISM,Triacylglycerol synthesis,FAIL (should NOT fail)
162,LIPIDS METABOLISM,SPHINGOLIPID METABOLISM,Sphingomyelin synthesis,FAIL (should NOT fail)
163,LIPIDS METABOLISM,SPHINGOLIPID METABOLISM,Ceramide synthesis,FAIL (should NOT fail)
164,LIPIDS METABOLISM,FATTY ACID METABOLISM,Palmitate synthesis,true
165,LIPIDS METABOLISM,FATTY ACID METABOLISM,Palmitate degradation,FAIL (should NOT fail)
166,LIPIDS METABOLISM,FATTY ACID METABOLISM,Palmitolate synthesis,true
167,LIPIDS METABOLISM,FATTY ACID METABOLISM,Palmitolate degradation,FAIL (should NOT fail)
168,LIPIDS METABOLISM,FATTY ACID METABOLISM,cis-vaccenic acid synthesis,true
169,LIPIDS METABOLISM,FATTY ACID METABOLISM,cis-vaccenic acid degradation,FAIL (should NOT fail)
170,LIPIDS METABOLISM,FATTY ACID METABOLISM,Elaidate synthesis,true
171,LIPIDS METABOLISM,FATTY ACID METABOLISM,Elaidate degradation,FAIL (should NOT fail)
172,LIPIDS METABOLISM,FATTY ACID METABOLISM,Linolenate synthesis,FAIL (should fail)
173,LIPIDS METABOLISM,FATTY ACID METABOLISM,Linolenate degradation,FAIL (should NOT fail)
174,LIPIDS METABOLISM,FATTY ACID METABOLISM,Linoleate synthesis,FAIL (should fail)
175,LIPIDS METABOLISM,FATTY ACID METABOLISM,Linoleate degradation,FAIL (should NOT fail)
176,LIPIDS METABOLISM,FATTY ACID METABOLISM,gamma-Linolenate synthesis,FAIL (should NOT fail)
177,LIPIDS METABOLISM,FATTY ACID METABOLISM,gamma-Linolenate degradation,FAIL (should NOT fail)
178,LIPIDS METABOLISM,FATTY ACID METABOLISM,Arachidonate synthesis,true
179,LIPIDS METABOLISM,FATTY ACID METABOLISM,Arachidonate degradation,FAIL (should NOT fail)
180,LIPIDS METABOLISM,FATTY ACID METABOLISM,Synthesis of malonyl-coa,true
181,LIPIDS METABOLISM,FATTY ACID METABOLISM,Synthesis of palmitoyl-CoA,FAIL (should NOT fail)
182,LIPIDS METABOLISM,BILE ACID SYNTHESIS,Taurochenodeoxycholate synthesis,FAIL (should NOT fail)
183,LIPIDS METABOLISM,BILE ACID SYNTHESIS,Glycochenodeoxycholate synthesis,FAIL (should NOT fail)
184,LIPIDS METABOLISM,BILE ACID SYNTHESIS,tauro-cholate synthesis,FAIL (should NOT fail)
185,LIPIDS METABOLISM,BILE ACID SYNTHESIS,glyco-cholate synthesis,FAIL (should NOT fail)
186,LIPIDS METABOLISM,EICOSANOID METABOLISM,Synthesis of thromboxane from arachidonate,FAIL (should NOT fail)
187,LIPIDS METABOLISM,GANGLIOSIDE METABOLISM,Synthesis of galactosyl glucosyl ceramide (link with ganglioside metabolism),FAIL (should NOT fail)
188,LIPIDS METABOLISM,GANGLIOSIDE METABOLISM,Synthesis of glucocerebroside,FAIL (should NOT fail)
189,LIPIDS METABOLISM,GLOBOSIDE METABOLISM,Synthesis of globoside (link with globoside metabolism),FAIL (should NOT fail)
190,VITAMIN & COFACTOR METABOLISM,COENZYME NAD BIOSYNTHESIS,NAD synthesis from nicotinamide,FAIL (should NOT fail)
191,VITAMIN & COFACTOR METABOLISM,COENZYME FAD BIOSYNTHESIS,FAD synthesis,true
192,VITAMIN & COFACTOR METABOLISM,COENZYME A BIOSYNTHESIS,Synthesis of coenzyme A,true
193,VITAMIN & COFACTOR METABOLISM,UBIQUINONE 10 BIOSYNTHESIS,Synthesis of ubiquinone from tyrosine,FAIL (should NOT fail)
194,VITAMIN & COFACTOR METABOLISM,FOLATE METABOLISM,Tetrahydrofolate synthesis,true
195,VITAMIN & COFACTOR METABOLISM,VITAMIN B6 METABOLISM,Pyridoxal-phosphate synthesis,true
196,VITAMIN & COFACTOR METABOLISM,HEME METABOLISM,Synthesis of bilirubin,true
197,VITAMIN & COFACTOR METABOLISM,HEME METABOLISM,Heme synthesis,FAIL (should NOT fail)
198,VITAMIN & COFACTOR METABOLISM,GPI ANCHOR BIOSYNTHESIS,Phosphatidyl-inositol to glucosaminyl-acylphosphatidylinositol,true
199,GLYCAN METABOLISM,GPI ANCHOR BIOSYNTHESIS,Glucosaminyl-acylphosphatidylinositoll to deacylated-glycophosphatidylinositol (GPI)-anchored protein,FAIL (should NOT fail)
200,GLYCAN METABOLISM,N-GLYCAN METABOLISM,Degradation of n2m2nmasn,FAIL (should NOT fail)
201,GLYCAN METABOLISM,N-GLYCAN METABOLISM,Biosynthesis of m4mpdol_U,FAIL (should NOT fail)
202,GLYCAN METABOLISM,N-GLYCAN METABOLISM,Biosynthesis of g3m8masn,FAIL (should NOT fail)
203,GLYCAN METABOLISM,N-GLYCAN METABOLISM,Degradation of s2l2fn2m2masn,FAIL (should NOT fail)
204,GLYCAN METABOLISM,O-GLYCAN METABOLISM,"Biosynthesis of core2 (beta-D-Galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminyl-R)",true
205,GLYCAN METABOLISM,O-GLYCAN METABOLISM,"Biosynthesis of core4 (N-Acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminyl-R)",FAIL (should NOT fail)
206,GLYCAN METABOLISM,O-GLYCAN METABOLISM,Biosynthesis of Tn_antigen (Glycoprotein N-acetyl-D-galactosamine),true
207,GLYCAN METABOLISM,KERATAN SULFATE METABOLISM,Keratan sulfate biosynthesis from O-glycan (core 2-linked),true
208,GLYCAN METABOLISM,KERATAN SULFATE METABOLISM,Keratan sulfate biosynthesis from O-glycan (core 4-linked),true
209,GLYCAN METABOLISM,KERATAN SULFATE METABOLISM,Keratan sulfate degradation,FAIL (should NOT fail)
210,GLYCAN METABOLISM,KERATAN SULFATE METABOLISM,Keratan sulfate biosynthesis from N-glycan,FAIL (should NOT fail)
Final Score,,,,94/210
Not present in the model,,,,0
