Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
UMPK5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPK5n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPK6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPK6n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPK7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPK7n,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPKn,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UMPtr,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
UPPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URAt,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
URATEt,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1
URATEtx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
UREAt5,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
UREAtm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
URIDK2m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URIK1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URIt,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
URIt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uritl,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Uritn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UROLACer,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1
UTPtn,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1
VACCt,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
VALt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALt5m,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
VALTAm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
VALtec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VD3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
VITD3t,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VLCS2p,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VLCS2r,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
VLCSp,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
VLCSr,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
WHDDCAte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
WHHDCAte,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
WHTSTSTERONEte,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
WHTTDCAte,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
XANDp,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XANtx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XAO2x,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XAOx,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
XOL27OHtm,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
XOL7AH2tm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
XOL7AONEtr,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
XOLDIOLONEt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLEST2te,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
XOLESTte,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1
XOLTRI24tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLTRI24te,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
XOLTRI25tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLTRI25te,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLTRI27tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOLTRI27te,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
XOLTRIOLtm,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XSERtg,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
XYLK,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XYLTD_Dr,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1
XYLTer,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
XYLtly,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
XYLTt,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
XYLUR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
YVITEt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_4abutn[e],0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
EX_acmana[e],1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1
EX_ahdt[e],1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
EX_ctp[e],1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
EX_dgmp[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_dgtp[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_dha[e],1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1
EX_dhap[e],0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
EX_dtmp[e],1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
EX_dttp[e],1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
EX_fad[e],0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1
EX_fald[e],0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
EX_g1p[e],0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
EX_HC00229[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC00250[e],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
EX_HC01104[e],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EX_HC01361[e],1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
EX_HC01440[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC01441[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC01444[e],1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
EX_HC01446[e],1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC01577[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC01609[e],1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
EX_HC01610[e],1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
EX_HC01700[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC02160[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_HC02161[e],1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1
EX_itp[e],0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
EX_orot[e],1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
EX_prpp[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_pydx5p[e],0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_udpg[e],0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
r0002,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
r0009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0013,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
r0016,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0021,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
r0022,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0024,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
r0027,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
r0028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0034,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r0047,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0068,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0074,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1
r0081,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0083,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0085,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0086,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
r0093,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
r0097,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0113,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
r0119,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r0122,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0129,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0130,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0142,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
r0149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0153,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0156,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1
r0157,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1
r0160,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1
r0165,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0166,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r0170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0178,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
r0179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r0181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
r0202,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
r0205,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0210,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0221,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0236,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
r0239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
r0242,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
r0245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0276,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0280,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0281,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r0283,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
r0287,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0301,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0319,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0321,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
r0330,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
r0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r0340,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0354,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0355,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0357,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0358,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0360,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0361,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0363,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0364,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
r0365,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1
r0377,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0380,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0381,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
r0385,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
r0386,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
r0388,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0389,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0391,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0394,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
r0395,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
r0399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0402,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0403,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
r0407,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0410,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0413,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
r0423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0431,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
r0432,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
r0433,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
r0434,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
r0437,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
r0438,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
r0440,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
r0441,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
r0443,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
r0444,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
r0450,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0451,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0456,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0
r0463,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0465,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
r0466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
r0470,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0472,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0475,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0480,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0483,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1
r0488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
r0494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0502,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
r0504,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
r0509,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
r0510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
r0522,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1
r0523,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
r0525,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0527,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0
r0531,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
r0537,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0539,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
r0541,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
r0545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0546,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
r0547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0548,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
r0552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
r0557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0560,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0561,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
r0568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0571,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
r0573,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0584,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1
r0587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0590,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0591,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
r0594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0595,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r0596,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
r0604,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
r0610,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0618,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0627,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0629,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0630,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0634,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
r0636,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
r0637,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
r0638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0639,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0641,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0647,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0648,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0649,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0651,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
r0652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0653,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
r0655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0656,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
r0660,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0661,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r0666,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0669,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0670,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
r0672,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
r0673,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
r0686,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
r0688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0706,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0707,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
r0714,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
r0715,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
r0716,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0717,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0718,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
r0719,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
r0720,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0721,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
r0722,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
r0723,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
r0724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
r0726,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
r0727,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
r0728,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0729,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0730,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
r0731,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
r0732,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
r0733,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
r0734,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
