Reaction,fc,pval,Ges1_A_D,Ges1_P_D,subSystem
r2081,1.611361632288842,0,463.5473648360252,-108.52387126517966,"Transport, extracellular"
r2082,1.3200349535067015,0,22.33293846497014,-161.89855915897655,"Transport, extracellular"
r2083,-19.415108284309863,0,-321.53141671648024,356.45181053142545,"Transport, extracellular"
r2084,0.8548161846374841,0,-3.9897128944214493,-50.97113634981917,"Transport, extracellular"
r2085,0.9526791341263341,0,-14.941754616327398,-616.5663270919799,"Transport, extracellular"
r2087,-1.145533989999811,0,-5.852658673961275,86.28278601354528,"Transport, extracellular"
r2088,1.4266729787071202,0,189.01718839185386,-33.23419657516647,"Transport, extracellular"
r2089,2.2545090501678207,0,167.76833146716655,-435.23285305786135,"Transport, extracellular"
r2092,0.9411192167984037,0,-12.917862028217593,-425.86237579536436,"Transport, extracellular"
r2093,1.3673155238632184,0,42.609103596839695,-274.6118414539337,"Transport, extracellular"
r2095,0.8249506529233677,0,-49.44983662467897,-515.5318379774094,"Transport, extracellular"
r2098,-3.919923370683243,0,-302.49417321929934,509.6874004501343,"Transport, extracellular"
r2099,-1.033213555959918,0,-6.706337359470874,410.5376746341705,"Transport, extracellular"
r2100,0.9616708222579347,0,-4.096178082474694,-209.64063151149898,"Transport, extracellular"
r2101,2.2262625554507385,0,104.80526820943618,-275.73973529167176,"Transport, extracellular"
r2102,-5.554040342041791,0,-151.07079147287607,104.97074216319704,"Transport, extracellular"
r2103,2.1823402557265834,0,67.16477580321194,-24.953842712478018,"Transport, extracellular"
r2107,2.1068452090877847,0,18.282735269274852,-51.31849333040919,"Transport, extracellular"
r2108,0.9135802564949473,0,-13.9373010766536,-308.61170245837195,"Transport, extracellular"
r2111,1.1766213278684337,0,19.356396520324235,-238.54166427850723,"Transport, extracellular"
r2112,1.0698257105023958,0,8.34065971120689,-247.2400465186119,"Transport, extracellular"
r2113,2.482706698689691,0,89.95500545418412,-38.296905455106874,"Transport, extracellular"
r2116,0.8646273138508234,0,-2.5565513503886406,-35.214012610666174,"Transport, extracellular"
r2117,-3.248491148586673,0,-433.7593556765169,229.56481201090813,"Transport, extracellular"
r2118,-0.8907492402493415,0,21.710821739900673,375.7385285337448,"Transport, extracellular"
r2119,-44.69014863578061,0,-404.1557131626606,422.6567128517151,"Transport, extracellular"
r2120,1.2927092796150799,0,105.54246383418646,-826.6843693656922,"Transport, extracellular"
r2121,-0.9821424447528265,0,3.619051483333016,401.70535415229796,"Transport, extracellular"
r2122,4.291051198276472,0,685.5580440727234,-426.4193518234253,"Transport, extracellular"
r2124,-3.8114762127539703,0,-394.2086789987326,674.6369303283691,"Transport, extracellular"
r2128,3.2569732920105876,0,802.4173099121094,-425.42771901283265,"Transport, extracellular"
r2129,-2.1447052773753765,0,-634.1919801582336,230.85244642136098,"Transport, extracellular"
r2130,-0.8648875414097739,0,-332.1585199704528,-24.06512632980123,"Transport, extracellular"
r2131,1.0609701485460103,0,10.862689636418782,-367.1908238288879,"Transport, extracellular"
r2132,1.5632272081949987,0,5.843419111068826,-26.593194782579832,"Transport, extracellular"
r2133,1.197969041926207,0,3.0187834677457817,-33.516314176320236,"Transport, extracellular"
r2371,-1.7007875461693291,0,-215.08952928533648,828.9404187911987,"Transport, mitochondrial"
r2372,1.6596807786993257,0,95.77544262456982,-386.1444990442753,"Transport, mitochondrial"
r2373,0.9596662233546501,0,378.9305616508484,7.799134595257207,"Transport, mitochondrial"
r2374,1.506859042349768,0,248.5161760530472,-50.247209306433334,"Transport, mitochondrial"
r2375,-3.3214138121880676,0,-192.89565529470443,359.0837379897833,"Transport, mitochondrial"
r2376,-2.617984785605698,0,-300.6335748493195,134.44516187124253,"Transport, mitochondrial"
r2377,1.0288090089444977,0,353.15962525491716,-5.0148529299451265,"Transport, mitochondrial"
r2389,-0.9239165325219718,0,2.8831064903692045,72.90488230501,"Transport, mitochondrial"
r2538,-0.925329647792437,0,11.832905602010126,305.1042790283203,"Transport, endoplasmic reticular"
RE0344C,1.0092281382134671,0,3.948930214563382,-859.7944156669616,Fatty acid synthesis
RE0915C,-0.8483496243307308,0,19.550994260144886,238.2920103992462,Starch and sucrose metabolism
RE2112C,-0.9576233281333948,0,19.904132109405612,919.4868692443848,Bile acid synthesis
RE2888C,-6.013892601135701,0,-19.029041874667957,26.619568193623284,Purine catabolism
RE3010X,-1.07003296590117,0,-273.7849555109233,9.26264111219244,Eicosanoid metabolism
RE3012C,90.02506785320483,0,4.582638319557028,-4.685589958462003,Eicosanoid metabolism
RE3346C,-1.0828866201281035,0,-22.033183761419963,553.6795152770997,Bile acid synthesis
RE3430X,-1.07003296590117,0,-273.7849555109233,9.26264111219244,Eicosanoid metabolism
RE3432X,-1.07003296590117,0,-273.7849555109233,9.26264111219244,Eicosanoid metabolism
EX_CE0074[e],-6.01389260122382,0,-19.029041874763323,26.619568193623284,Exchange/demand reaction
ADPCOACROT,1.6950979402004887,0,1.6434154151726974,-6.372002050600458,Fatty acid oxidation
C10DCCACT,1.8945020229281242,0,3.5332283702415848,-11.433106245700541,Fatty acid oxidation
C6DCCACT,1.6950979402004887,0,1.6434154151726974,-6.372002050600458,Fatty acid oxidation
SEBCOACROT,1.8945020229281242,0,3.5332283702415848,-11.433106245700541,Fatty acid oxidation
SUBERCACT,2.099514510823181,0,3.024933989604443,-8.527242435428855,Fatty acid oxidation
SUBERCROT,2.099514510823181,0,3.024933989604443,-8.527242435428855,Fatty acid oxidation
FADDPle,-0.8254517323765352,0,9.019966810078147,94.33215387135996,Vitamin B2 metabolism
FMNALKPle,-0.8254517323765352,0,9.019966810078147,94.33215387135996,"Transport, extracellular"
PHEMEe,-0.8404583628672971,0,3.358226852591998,38.74021105924547,"Transport, extracellular"
LKYNRtr,-2.083107436595998,0,-51.38224654536396,146.2615628703421,"Transport, extracellular"
LKYNRtr2,0.9561722682103199,0,45.121775138408644,1.0109462703147845,"Transport, extracellular"
C02712te,1.0346418920188691,0,577.312804184723,-9.829350266563937,"Transport, extracellular"
EX_C02712[e],1.0346418920188691,0,577.312804184723,-9.829350266563937,Exchange/demand reaction
EX_sebacid[e],5.109766534242858,0,3.3685973012319375,-5.007910519228411,Exchange/demand reaction
SEBACIDtd,5.109766534242858,0,3.3685973012319375,-5.007910519228411,"Transport, extracellular"
MALTTTRt,-0.8483496243307308,0,19.550994260144886,238.2920103992462,"Transport, extracellular"
ARGtD,1.2842011895377858,0,334.9718539985657,-41.67732676268052,"Transport, extracellular"
sink_dgchol[c],2.6092003526602716,0,10.12719033716668,-4.515315490871641,Exchange/demand reaction
sink_pydx[c],-0.844541861562435,0,8.877380016336502,105.33188693563892,Exchange/demand reaction
sink_dchac[c],-0.9576233281333948,0,19.904132109405612,919.4868692443848,Exchange/demand reaction
ASPTA,1.7837651936584242,0,492.0272807189941,-138.5295921640396,Alanine and aspartate metabolism
GK1,3.627754408747304,0,24.06523424377275,-42.38143165070247,Nucleotide interconversion
L_LACt2r,-2.2440242931567904,0,-335.47311010752765,128.64783397429892,"Transport, extracellular"
MTHFD,2.8260092178970235,0,124.75085800051838,-261.3885669209491,Folate metabolism
NDPK3,-1.537372929294669,0,-256.49875284957886,54.322123716170715,Nucleotide interconversion
NDPK7,-17.383066462262438,0,-160.26528888461715,179.8300375540778,Nucleotide interconversion
PGK,0.9849725048277119,0,-4.525062544209103,-597.7127012786865,Glycolysis/gluconeogenesis
PUNP6,0.9157368560288637,0,268.1673708629608,11.795265987745003,Purine catabolism
TPI,-1.1640291928945385,0,-158.1768740733862,11.989498604745949,Glycolysis/gluconeogenesis
r0082,-0.8430757608095342,0,38.51784271368729,452.39220295410155,Miscellaneous
r0422,-0.8430757608095342,0,38.51784271368729,452.39220295410155,Miscellaneous
CYTK1,1.842618434821734,0,648.8826092376709,-192.3439466518402,Nucleotide interconversion
EX_xyl_D[e],-1.0324906754218697,0,-4.3327941514006705,271.04280218553544,Exchange/demand reaction
LDH_L,1.2706783493756302,0,358.19623473377226,-42.699119228825715,Glycolysis/gluconeogenesis
MALT,-0.9119514140846825,0,9.565648751876875,207.7154955717087,Starch and sucrose metabolism
MI1PP,0.9238923188700794,0,240.99021214580537,9.533385024478326,Inositol phosphate metabolism
MI3PP,0.9651046315035908,0,238.96466019055248,4.243417750528725,Inositol phosphate metabolism
XYLt,1.0324906754217786,0,4.332794151388737,-271.04280218553544,"Transport, extracellular"
PYRt2r,1.129029515120192,0,370.8576848937988,-22.47577448814388,"Transport, extracellular"
EX_pheme[e],-0.8404583628672971,0,3.358226852591998,38.74021105924547,Exchange/demand reaction
EX_phpyr[e],-1.8986066770450423,0,-160.69297038313448,518.3421499141693,Exchange/demand reaction
PHPYRte,1.8986066770450423,0,160.69297038313448,-518.3421499141693,"Transport, extracellular"
NRVNCABCt,-0.8602331345470902,0,2.296720425638872,30.56829973770853,"Transport, extracellular"
APRGSTRNt1e,-1.2412789415008265,0,-66.87958367134519,621.2552225508451,"Transport, extracellular"
AMETAMte,32.98740257939635,0,144.60453421784044,-136.09523234459274,"Transport, extracellular"
EX_ametam[e],32.98740257939635,0,144.60453421784044,-136.09523234459274,Exchange/demand reaction
34DHPEAR,-0.8675142686072902,0,6.234625840841868,87.88306932983883,Tyrosine metabolism
NADPQNOXR,-0.8875479671867839,0,23.46609380937359,393.88685610752106,Tyrosine metabolism
NADQNOXR,0.8802220169705658,0,664.1853999214172,42.31137963609474,Tyrosine metabolism
TETTET6COAtm,0.9072156053710246,0,269.55459442532805,13.113598584648532,"Transport, mitochondrial"
34DHPEt,0.8675142686073178,0,-6.234625840840474,-87.88306932983883,"Transport, extracellular"
EX_34dhpe[c],-0.8675142686072902,0,6.234625840841868,87.88306932983883,Exchange/demand reaction
HMR_0770,1.9291234710594607,0,144.465710379982,-45.82479489291385,"Transport, extracellular"
HMR_1104,-1.07003296590117,0,-273.7849555109233,9.26264111219244,"Transport, peroxisomal"
HMR_1129,90.02506785320483,0,4.582638319557028,-4.685589958462003,Leukotriene metabolism
HMR_1283,1.07003296590117,0,273.7849555109233,-9.26264111219244,"Transport, peroxisomal"
HMR_1321,1.0480517463184071,0,9.783895617592457,-417.00720661907195,Eicosanoid metabolism
HMR_2281,-0.8297339829621685,0,8.25207164777013,88.67944517906196,Fatty acid synthesis
HMR_2612,6.672398593352814,0,79.1011043475449,-106.99093015782535,"Transport, mitochondrial"
HMR_2673,1.197826439069885,0,41.26324530473184,-458.42937839329244,"Transport, mitochondrial"
HMR_2675,-1.6003205038451107,0,-6.790421786302026,1.567664225254466,Fatty acid oxidation
HMR_2676,-1.6003205038451105,0,-6.790421786302028,1.567664225254466,"Transport, mitochondrial"
HMR_2677,1.6003205038451105,0,6.790421786302028,-1.567664225254466,"Transport, mitochondrial"
HMR_2684,1.0664439647142183,0,3.82979890858769,-0.12314247465207413,Fatty acid oxidation
HMR_2685,-1.0664439647121149,0,-3.8297989085876902,0.1231424746483012,"Transport, mitochondrial"
HMR_2686,-1.0664439647141106,0,-3.8297989085876902,0.12314247465188086,"Transport, mitochondrial"
HMR_2715,-1.8606598220432795,0,-228.808609998703,68.83949501650129,"Transport, mitochondrial"
HMR_2718,-0.9656672305609131,0,8.92036145968955,510.7208795719147,"Transport, mitochondrial"
HMR_2727,-0.8263874682219998,0,2.0332854393491413,21.389971148477354,"Transport, mitochondrial"
HMR_2764,1.2555403566211878,0,14.173100621449947,-125.09961578210704,"Transport, mitochondrial"
HMR_2888,-0.925329647792437,0,11.832905602010126,305.1042790283203,"Transport, endoplasmic reticular"
HMR_2890,0.925329647792437,0,-11.832905602010122,-305.1042790283203,"Transport, endoplasmic reticular"
HMR_3116,0.846803486964482,0,229.84479163603783,19.066143672866783,Fatty acid oxidation
HMR_3117,0.846803486964482,0,229.84479163603783,19.066143672866783,Fatty acid oxidation
HMR_3118,0.846803486964482,0,229.84479163603783,19.066143672866783,Fatty acid oxidation
HMR_3831,-0.8712450184040269,0,16.49987657415833,239.79896902599336,Glutamate metabolism
HMR_4343,0.9617445122142597,0,569.4149417861938,11.1040179875067,Pyrimidine synthesis
HMR_4422,-0.8433642424550096,0,6.486871330718728,76.340593258336,Arginine and proline metabolism
HMR_4592,1.219955798019822,0,24.51453671012875,-247.41874683619739,Pentose phosphate pathway
HMR_4756,-0.8887856015723707,0,1.7857273494843988,30.32751292751854,"Transport, mitochondrial"
HMR_5420,-0.9209139749658177,0,1.7857273494843988,43.37338511602581,"Transport, mitochondrial"
HMR_6755,1.289227303304086,0,66.35019416853609,-8.382866876247048,Phenylalanine metabolism
HMR_6826,1.0115634703135061,0,2.248057146962641,-391.06855584049225,Phenylalanine metabolism
HMR_6834,-1.0115634703134726,0,-2.248057146956169,391.06855584049225,Phenylalanine metabolism
HMR_6854,3.305500611620722,0,154.05341518945397,-287.69329748916624,Phenylalanine metabolism
HMR_7755,0.91087487670551,0,159.08393683943748,7.419834578301784,Glycerophospholipid metabolism
HMR_7758,-1.8203682489372637,0,-8.912103593697163,30.63918434125716,"Transport, mitochondrial"
HMR_7977,-1.241278941501598,0,-66.87958367153593,621.2552225508451,"Transport, extracellular"
HMR_9188,0.8572187145970931,0,-12.44390620166377,-161.8633381483078,"Transport, extracellular"
HMR_9639,-6.013892601135701,0,-19.029041874667957,26.619568193623284,"Transport, extracellular"
DM_hdca24g[c],-0.857218714596902,0,12.443906201681704,161.8633381483078,Exchange/demand reaction
HDCA24GSr,-0.857218714596902,0,12.443906201681704,161.8633381483078,Bile acid synthesis
HDCA24Gtr,0.857218714596902,0,-12.443906201681704,-161.8633381483078,"Transport, extracellular"
M02155tr,-0.857218714596902,0,12.443906201681704,161.8633381483078,"Transport, extracellular"
ACMPdt,-0.8368110123848448,0,0.23742398625245095,2.672380035724356,Drug metabolism
EX_M02155[e],0.8572187145968384,0,-12.443906201687664,-161.8633381483078,Exchange/demand reaction
sink_4abut[l],1.2896286343972791,0,3.596651036213408,-28.432945580764116,Exchange/demand reaction
