GeneID	GSM5823949	GSM5823950	GSM5823951	GSM5823952	GSM5823953	GSM5823954	GSM5823955	GSM5823956	GSM5823957	GSM5823958	GSM5823959	GSM5823960
646736	8	10	0	4	10	7	0	3	6	5	0	0
105373915	0	0	0	0	0	0	0	0	0	0	0	0
100847053	0	0	0	0	0	0	0	0	0	0	0	0
3667	1945	1329	1193	1131	1807	1312	874	1080	3800	4213	2452	2094
84236	397	411	307	281	463	398	339	288	539	1007	563	648
1286	9	5	3	1	2	4	2	1	106	123	7	54
1285	3	2	5	2	7	4	7	1	23	18	2	53
654841	8	7	3	3	3	4	5	10	12	17	8	14
56947	786	783	808	743	937	733	822	798	1094	1526	795	1024
79853	0	0	0	0	0	0	0	0	2	2	0	3
100847081	18	15	16	14	20	11	16	9	15	5	5	11
3267	1734	1795	1546	1680	1964	1630	1488	1812	2288	2998	1575	1887
56918	0	0	0	0	0	0	0	0	1	0	0	1
729968	0	0	0	0	0	0	0	0	0	0	0	0
80704	67	77	4	4	69	57	3	14	283	270	0	15
6364	0	0	1	0	0	0	1	0	3	3	0	3
164781	30	32	12	16	21	23	17	17	2	6	1	14
105373918	0	0	0	0	0	0	0	0	0	0	0	0
80309	0	0	0	0	0	0	0	0	2	2	4	34
107985993	0	0	0	0	0	0	0	0	0	0	0	1
101928765	0	0	0	0	0	0	0	0	0	0	0	0
105373921	0	0	0	0	0	0	0	0	0	0	0	0
105373920	0	0	0	0	0	0	0	0	0	0	0	0
105373919	0	0	0	0	0	0	0	0	0	0	0	0
55022	32	50	1	8	29	38	6	12	26	40	10	30
92737	42	60	6	6	34	67	1	13	89	86	11	21
107985994	0	0	0	0	3	3	0	0	1	3	1	1
105373923	0	0	0	0	0	0	0	0	0	0	0	0
9320	5001	4775	5123	5036	5481	4536	4926	5180	5654	8399	4235	5451
130888	59	53	26	40	70	52	34	34	93	78	67	100
105373924	0	0	0	0	0	0	0	0	0	0	0	1
107985996	1	0	0	0	1	2	0	1	0	0	0	0
151473	44	43	34	26	49	27	64	32	10	17	40	107
107985995	0	0	1	0	0	0	0	0	0	0	0	0
107985997	2	3	0	0	2	2	0	0	0	0	1	0
3431	243	267	347	282	228	202	450	275	360	527	897	1296
11262	22	13	17	16	14	11	10	12	13	18	19	50
93349	300	340	263	338	311	304	271	310	411	555	615	658
105373925	35	46	34	39	32	29	31	41	48	54	53	64
6672	571	601	624	607	648	492	641	561	672	944	1304	1964
101928816	1	1	1	2	1	2	3	0	1	0	4	3
112268431	0	0	0	0	0	0	0	0	0	0	0	0
151475	0	1	0	1	1	0	0	0	0	0	0	0
51719	1564	1623	1603	1623	1742	1451	1569	1706	1739	2751	1781	1918
81618	4143	3136	3080	2814	3797	2601	3069	2724	6246	9680	2887	4111
151484	0	0	0	0	0	0	0	0	0	0	0	1
9290	15	8	1	1	9	11	2	1	15	19	0	3
348761	0	1	0	3	3	1	1	3	1	2	3	1
130560	0	0	0	0	0	0	0	0	0	0	0	7
257407	268	273	10	37	304	208	21	36	312	449	30	41
112268432	63	68	6	12	74	64	5	9	82	153	11	13
5707	4557	4440	4918	4890	5313	4011	4719	5159	4872	6384	3462	3450
3357	1	3	2	6	3	5	4	6	2	5	5	13
80210	671	632	489	441	741	594	499	486	709	1215	671	838
100616317	1	0	0	0	0	0	0	0	1	0	0	1
93010	3	2	38	25	6	4	42	12	13	51	22	68
4691	25699	31603	30009	38350	29827	27394	26938	38749	28860	34862	33626	26749
654321	4	6	13	17	4	13	10	17	30	31	44	15
6082	7	6	19	23	6	16	8	36	50	47	52	26
25826	1	1	1	2	0	2	1	4	3	2	3	3
107985998	0	0	0	2	0	0	0	0	0	0	0	2
151477	14	14	9	9	20	17	8	10	16	33	11	23
10316	0	0	4	0	1	0	1	2	4	5	2	14
105376787	0	0	0	0	0	0	0	0	0	0	0	0
165100	0	0	0	0	0	0	0	0	1	2	0	8
105373928	0	0	0	0	3	0	0	1	0	4	1	1
5757	33554	35118	28147	29303	38223	31096	28285	31343	31982	46833	26473	24195
100302285	2640	2791	2302	2485	3031	2382	2359	2469	2778	4043	2349	2146
5147	501	436	477	455	558	413	512	456	421	764	322	498
64708	1494	1503	1240	1360	1618	1396	1104	1356	1438	1870	1007	1108
100302126	0	0	0	0	0	0	0	0	0	0	1	2
4880	4	2	7	10	3	6	8	5	11	9	11	17
129563	706	732	483	529	716	589	463	538	780	1147	630	760
693147	0	0	0	0	0	0	0	0	0	0	0	1
250	732	563	397	183	566	425	380	151	506	380	125	101
347694	136	128	209	122	100	110	180	106	165	152	113	114
251	71	47	52	16	50	41	53	13	34	49	27	58
107985999	0	0	3	3	0	0	2	2	0	3	3	3
248	0	0	0	0	2	0	0	1	1	5	0	43
9427	0	0	0	0	0	0	0	0	0	1	4	35
646960	0	0	0	0	0	1	0	1	2	0	1	20
1144	0	0	0	0	0	0	2	2	2	1	6	32
1146	5	5	9	7	6	4	4	4	9	13	10	37
200765	175	165	139	127	169	123	156	121	232	353	152	153
100847037	11	14	7	11	6	8	12	5	8	16	6	6
9470	1868	1931	1802	1743	2238	1662	1753	1662	1831	2663	1564	1770
105373929	0	0	3	0	2	0	6	1	0	2	3	3
80303	371	290	639	447	344	248	589	310	347	531	653	940
26058	1773	1785	1960	1885	1955	1694	2041	2116	2469	3937	2627	2934
3769	1	2	6	7	4	2	2	4	4	4	6	9
389084	69	59	40	39	60	45	40	29	43	52	26	42
25791	398	391	122	76	535	362	143	104	190	262	62	192
101928881	0	0	0	0	0	1	0	0	0	0	0	7
4759	0	0	0	0	2	0	0	0	1	4	1	25
3635	21	101	26	161	13	81	25	128	97	133	63	166
55054	643	871	623	793	733	710	575	717	637	869	546	622
677775	0	0	0	0	2	1	1	1	3	0	4	7
677772	3	2	3	3	0	0	1	4	10	1	4	4
6295	0	0	1	0	0	1	0	0	2	0	0	20
8527	1170	1261	1082	1245	1173	1028	1043	1204	1507	2088	1911	1690
55230	1319	1253	840	811	1473	1153	1007	844	1571	2530	1206	1557
54576	3	0	4	1	5	0	1	2	1	0	1	17
54575	2	1	2	1	4	2	2	1	1	2	0	10
54600	3	0	5	3	2	1	0	4	0	0	0	13
54577	1	1	4	0	1	0	0	4	1	0	0	9
54578	1	0	1	0	0	0	0	1	0	0	0	8
54579	5	1	3	1	4	2	2	3	2	0	0	8
54657	2	2	4	1	8	1	0	5	0	0	2	10
54659	3	1	3	0	3	3	1	2	0	0	0	7
414061	0	0	0	0	0	0	0	0	1	0	0	1
100286922	0	0	0	0	0	0	0	0	1	0	0	4
54658	5	1	4	2	7	2	5	10	1	0	0	5
339766	4	8	1	2	0	3	3	2	11	11	5	84
55355	2079	2066	1556	1498	2431	1926	1713	1557	1967	2855	1195	1660
151507	406	398	287	239	530	374	261	259	463	765	246	330
79054	2	5	0	0	0	3	3	0	4	5	0	37
6694	0	0	0	0	0	0	0	0	0	0	0	7
105373932	0	0	0	0	0	0	0	0	0	0	0	0
105373933	0	1	0	0	0	0	0	0	0	0	0	0
105373934	0	0	0	0	0	0	0	0	0	0	1	0
10123	452	405	288	479	424	375	326	386	816	1116	577	655
105373936	0	0	0	0	0	0	0	0	0	0	0	0
106144537	2	3	1	3	0	6	0	2	1	1	0	0
101927896	7	7	1	6	3	6	1	2	10	17	9	11
105373937	0	0	0	0	0	0	0	0	0	0	0	0
105373938	0	1	1	0	1	1	0	1	6	1	2	0
23677	2657	2840	2165	2122	3162	2659	2049	2133	2402	3209	1559	1829
105373939	2	1	2	5	8	4	1	0	0	1	2	1
105373940	0	0	0	0	0	0	0	0	0	0	0	0
105373941	0	0	0	0	0	0	0	0	0	0	0	0
116987	1314	1252	1093	989	1528	1192	1030	996	1631	2476	1158	1824
100506749	6	7	3	2	10	11	5	2	3	7	5	2
27321	0	0	0	0	0	0	0	1	3	1	3	1
105373943	0	0	0	0	2	0	1	0	0	5	1	0
107986000	1	0	0	0	0	0	0	0	0	0	0	0
105373942	1	3	1	2	1	3	8	1	3	3	3	5
105373944	12	10	7	9	9	16	11	7	4	7	14	16
2637	47	33	52	62	40	38	59	87	63	74	52	73
401036	2	6	2	2	1	2	1	1	2	4	2	17
79781	1	1	6	4	2	0	0	3	2	4	3	18
105373945	8	5	12	5	5	2	7	16	8	9	13	3
57007	16	11	74	31	9	12	38	16	26	34	2	9
105373991	2	1	0	0	3	0	0	0	6	3	0	0
107986001	0	0	0	0	0	0	0	0	0	0	0	0
105373946	0	0	0	0	0	0	0	0	0	0	0	0
105373947	0	0	0	0	0	0	0	0	1	0	0	0
105373948	0	0	0	0	0	0	1	0	0	0	0	0
105373949	2	5	3	0	1	4	3	0	0	2	0	1
107986002	0	0	0	0	0	0	0	0	0	0	0	0
105373951	1	0	0	0	0	0	0	0	1	4	0	0
93463	0	1	0	0	0	0	0	0	2	1	2	0
105373950	6	10	4	7	1	4	6	3	8	15	7	8
10920	1679	1856	1056	1296	1928	1651	1124	1324	1414	2071	893	1026
105373952	0	1	0	1	0	1	1	0	3	1	0	2
105373953	6	1	2	1	2	1	0	3	0	1	0	3
105373954	0	0	0	13	0	2	1	2	0	2	5	2
1293	132	147	10	8	154	192	12	10	25	23	15	107
105373957	0	0	1	1	3	1	0	1	4	4	3	2
79083	113	119	26	60	111	83	23	41	69	65	54	65
102465486	0	0	0	0	1	0	0	0	0	0	0	2
51052	0	0	0	0	0	0	0	0	1	0	0	4
64284	28	16	12	5	10	15	11	8	37	81	24	65
105373958	1	0	1	1	1	1	0	0	0	0	0	3
9208	3052	3257	3494	3446	3671	3055	3671	3566	3024	3634	3300	2818
375316	27	19	15	13	25	23	19	15	16	31	6	20
10267	223	163	3	4	238	151	1	5	141	183	2	6
105373960	1	3	0	1	1	0	0	1	3	1	0	0
100533179	488	522	452	585	571	495	453	616	520	767	515	536
140739	457	499	282	406	567	441	293	389	503	672	388	417
51540	244	292	292	385	259	274	295	402	294	445	332	338
339768	14	22	29	30	17	11	27	18	18	30	31	96
377007	4	11	7	21	13	17	8	10	17	16	1	20
151176	351	333	307	296	385	304	336	246	601	965	462	663
80895	784	837	865	1082	873	797	791	997	765	1128	703	776
151174	1	0	1	0	0	1	1	0	1	0	0	9
643387	4	4	5	5	4	3	3	6	1	5	4	8
55502	410	310	192	191	475	337	189	128	357	602	215	303
8864	167	195	152	160	224	191	199	171	284	426	367	409
112268433	0	1	0	0	0	0	0	0	0	0	0	0
105373961	0	0	0	0	1	0	0	0	0	0	0	0
26146	794	881	662	730	945	788	785	754	1092	1467	799	944
51665	896	850	630	815	937	795	642	804	1231	1911	1076	1107
107986003	215	207	131	166	197	176	151	185	358	592	301	282
151171	1	0	0	0	0	2	1	1	0	0	0	1
112268434	15	6	2	0	16	11	2	1	0	0	0	1
105373963	0	0	2	0	0	0	0	0	0	0	0	0
105373962	0	0	3	0	0	0	0	0	0	0	0	0
100287387	121	112	42	66	106	116	56	44	157	258	89	122
117581	692	617	445	544	644	519	410	404	564	710	529	538
401039	5	9	0	3	3	3	3	0	4	8	0	0
9759	463	413	343	401	450	339	301	445	715	1090	638	684
100616397	0	1	0	0	0	0	0	1	0	0	0	1
100616493	0	0	0	1	0	0	0	0	0	0	1	1
85009	0	0	1	0	0	1	0	0	0	0	0	0
100423043	0	0	0	0	0	0	0	0	0	0	0	0
100616360	0	0	0	0	0	0	0	0	0	0	1	1
101928111	10	12	10	8	15	26	7	6	12	23	6	11
401040	0	0	0	0	0	0	0	0	0	0	0	10
105373966	0	0	1	0	0	0	0	0	0	0	0	0
150935	0	0	0	0	0	0	0	0	0	0	0	6
4705	2242	2467	2574	2618	2511	2153	2635	2586	2330	3354	2243	2122
100616417	2	3	8	4	0	3	6	0	0	3	0	7
389090	0	0	0	0	0	0	0	0	0	0	0	16
150681	0	0	0	0	0	0	0	0	0	0	0	6
150678	1312	1255	915	942	1446	1057	827	1108	919	1115	509	568
150677	1	2	0	0	0	0	0	0	1	1	0	10
107985836	0	0	0	0	0	0	0	0	0	0	0	0
105373968	13	14	41	29	14	7	53	24	24	26	20	24
102723825	21	24	54	18	26	11	38	20	10	11	2	2
2817	7665	8518	8631	6584	7332	7097	6983	5215	7064	8781	4379	3760
100130449	12	11	12	13	13	9	13	14	13	20	24	20
406941	12	4	7	3	5	6	9	0	15	15	16	21
51281	218	256	229	220	261	231	230	258	353	464	337	330
285193	149	176	123	121	124	131	109	113	196	327	234	217
57140	1263	996	945	778	1268	935	891	599	2335	3397	1488	1880
101752400	113	127	115	110	139	131	111	118	97	153	58	74
11132	718	784	591	620	708	667	563	578	994	1302	712	673
2859	9	13	32	27	11	18	33	22	18	42	39	75
653437	0	0	0	1	0	0	0	0	2	1	1	23
285191	0	0	0	0	0	0	0	0	0	0	0	3
375318	0	0	0	0	0	0	0	0	0	0	0	12
547	2	0	3	8	2	2	4	5	8	3	8	107
189	0	0	0	0	0	0	0	0	2	0	0	33
79919	2	0	1	1	0	1	4	2	3	0	0	19
728763	1	0	0	0	0	0	2	1	2	2	1	39
