Reaction,fc,pval,Ges1_A_D,Ges1_P_D,rxnNames,subSystem,geneRules,kegg,source
RE0453M,-3.507217919280732,0,-3.728357724030316,2.073963465398467,Nucleoside-Diphosphate Kinase,Pyrimidine synthesis,4833.1,NA,PMID:3026468
RE0453N,-0.6718963491693258,0,15.870763784127695,80.87161469259449,Nucleoside-Diphosphate Kinase,Pyrimidine synthesis,4830.1 or 4831.1,NA,PMID:3026468
RE0512M,-0.5203955367975805,0,1.660007535610994,5.262394831234285,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3030.1 or 3295.1 or 1962.1 or 3033.1 or 3028.1 or 3032.1,NA,PMID:7846063
RE0577C,0.7196893427108146,0,2.1046265658258134,0.3430557144030179,Palmitoyl Coenzyme A Hydrolase,Fatty acid synthesis,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0578C,0.8558255244370675,0,-54.69510484904721,-704.0398187286377,Palmitoyl Coenzyme A Hydrolase,Fatty acid synthesis,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0579C,1.0194399957449871,0,0.246033564865383,-25.558134255918862,Palmitoyl Coenzyme A Hydrolase,Fatty acid synthesis,641372.1 or 641371.1 or 570.1,NA,"PMID:10092594,PMID:10578051,PMID:16103133,PMID:16940157,PMID:9153233"
RE0830C,-1,0,-522.385950682497,NA,4A-Hydroxytetrahydrobiopterin Dehydratase,Tetrahydrobiopterin metabolism,NA,NA,"PMID:10727395,PMID:1355046,PMID:1988938"
RE0915C,-0.795003979551027,0,14.108037033143733,123.5340206248045,Alpha-Amylase,Starch and sucrose metabolism,NA,NA,"PMID:385176,PMID:8528071,PMID:890964"
RE1135C,-0.6526215880697598,0,-2.4361805148768547,-0.5120812438507212,Steryl-Sulfatase,Steroid metabolism,412.1,NA,"PMID:10049998,PMID:1606923"
RE1233C,1,5.264111282620602e-6,10.416655658252537,0,Kynurenine-Oxoglutarate Transaminase,Tryptophan metabolism,883.1,NA,PMID:10756023
RE1234C,0.34773409587304105,0,330.6256227149963,160.013626863122,Diamine N-Acetyltransferase,Urea cycle,NA,NA,PMID:10978316
RE1448N,0.9895345926678826,0,-2.8778897116175197,-547.103514793396,"Phosphatidylinositol-3,4,5-Trisphosphate 3-Phosphatase",Phosphatidylinositol phosphate metabolism,NA,NA,"PMID:7556092,PMID:9367831"
RE1516M,-0.5203955367975805,0,1.660007535610994,5.262394831234285,RE1516M,Fatty acid oxidation,33.1 or 51.1,NA,"PMID:10407780,PMID:11356167,PMID:8973539"
RE1517M,-0.5203955367975805,0,1.660007535610994,5.262394831234285,RE1517M,Fatty acid oxidation,33.1 or 51.1,NA,"PMID:10407780,PMID:11356167,PMID:8973539"
RE1520M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1521M,-0.8022107192178154,0,2.131023437521048,19.417398490033623,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1522M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7775433,PMID:7923814,PMID:9568246,PMID:9920399"
RE1523M,-0.5203955367975805,0,1.660007535610994,5.262394831234285,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1525M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3295.1 or 1962.1 or 3033.1 or 3028.1,NA,"PMID:10407780,PMID:7775433"
RE1526M,-0.8022107192178154,0,2.131023437521048,19.417398490033623,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3295.1 or 1962.1 or 3033.1 or 3028.1,NA,PMID:11451959
RE1527M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3295.1 or 1962.1 or 3033.1 or 3028.1,NA,PMID:11451959
RE1531M,-0.5203955367975805,0,1.660007535610994,5.262394831234285,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1532M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7775433,PMID:7923814,PMID:9568246,PMID:9920399"
RE1533M,-0.8022107192178154,0,2.131023437521048,19.417398490033623,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1534M,-0.7093570755149105,0,4.03196170554671,23.713160338554903,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7923814,PMID:9568246,PMID:9920399"
RE1573M,-0.8022107192178154,0,2.131023437521048,19.417398490033623,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,1632.1 or 10455.1 or 1962.1,NA,PMID:10407780
RE1711C,-1,0,-210.9655910978416,NA,Alcohol Dehydrogenase,Tryptophan metabolism,NA,NA,PMID:10336614
RE1796R,-1.001222724954357,0,-265.491323376894,0.16221226263839117,Steroid Delta-Isomerase,Bile acid synthesis,3283.1 or 3284.1,NA,"PMID:10599696,PMID:11067870,PMID:11454857,PMID:1401999"
RE1804M,-1,0,-304.1080978064358,NA,RE1804M,Bile acid synthesis,1593.1,NA,PMID:9660774
RE1807M,-1,0,-7.808721686737412,NA,RE1807M,Bile acid synthesis,1593.1,NA,PMID:9660774
RE1810M,0.6851194331092921,0,-1.720286001083555,-9.206307647235494,3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific),Bile acid synthesis,NA,NA,PMID:11454857
RE1834C,-0.9555077149206178,0,8.26763157241596,363.37574694433215,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,641372.1 or 641371.1 or 570.1 or 10005.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE1834M,-0.9624586443194326,0,0.606087734717199,31.682982477572978,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,10965.1 or 11332.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE1835C,-0.9836788697845761,0,0.8408126982706519,102.19282371939123,Palmitoyl Coenzyme A Hydrolase,Bile acid synthesis,641372.1 or 641371.1 or 570.1,NA,"PMID:10817395,PMID:10944470,PMID:11454857,PMID:11673457"
RE1916C,0.3767755114478839,0,2.0112293303093707,0.9104224765189834,Glutathione Transferase,Tyrosine metabolism,NA,NA,PMID:10903891
RE1918C,-0.37729347824866555,0,337.01940397430957,745.4147514492034,RE1918C,Tyrosine metabolism,NA,NA,"PMID:10556560,PMID:8891913"
RE1919C,1,0,NA,-812.2384398479462,RE1919C,Tyrosine metabolism,NA,NA,"PMID:10556560,PMID:8891914"
RE1921C,1,0,NA,-812.2384398479462,Aromatic-L-Amino-Acid Decarboxylase,Tyrosine metabolism,NA,NA,"PMID:10556560,PMID:8891913"
RE1925C,0.7779057899994232,0,370.61407972345353,46.29673952031954,RE1925C,Tyrosine metabolism,NA,NA,"PMID:10556560,PMID:8891913"
RE2112C,-0.9751922983701563,0,9.890327951188851,787.4691452287674,RE2112C,Bile acid synthesis,NA,NA,"PMID:11344576,PMID:12393855"
RE2154C,0.3587799244372039,4.0721052591284105e-14,3.3022473922862554,1.5583592930149286,3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific),Miscellaneous,NA,NA,PMID:12416991
RE2349C,-1,0,0,370.3413416516304,Kynurenine-Oxoglutarate Transaminase,Tryptophan metabolism,883.1,NA,"PMID:10559215,PMID:8908429"
RE2407C,-0.3765006913611751,0,0.133239926044303,0.29415405562724695,RE2407C,Cholesterol metabolism,NA,NA,PMID:0
RE2410C,-0.4838031853112602,0,0.08177055079198225,0.2350487261393908,7-Dehydrocholesterol Reductase,Cholesterol metabolism,NA,NA,PMID:11111101
RE2526C,1,0,NA,-12.555325857245922,NADPH:Quinone Reductase,Miscellaneous,NA,NA,PMID:9164836
RE2624M,-0.6468388269951908,0,-1.5661931188920462,-0.33586686805848004,Alpha-Methylacyl Coenzyme A Racemase,Fatty acid oxidation,23600.1,NA,"PMID:10709654,PMID:11060344,PMID:11864182"
RE2624X,0.46953908297391045,0,-0.3556541333755722,-0.9852707942118082,Alpha-Methylacyl Coenzyme A Racemase,Fatty acid oxidation,23600.1,NA,"PMID:10709654,PMID:11060344,PMID:11864182"
RE2625C,1,0,4.379223038390774,NA,RE2625C,Bile acid synthesis,NA,NA,PMID:9660774
RE2625M,-1,0,-5.694556461680029,NA,RE2625M,Bile acid synthesis,1593.1,NA,PMID:9660774
RE2626M,-0.6837632480661278,0,111.82169338718802,595.38069661567215,RE2626M,Bile acid synthesis,1593.1,NA,"PMID:9210654,PMID:9660774"
RE2640C,-1,0,-872.6961802886963,NA,N-Acyl-Aliphatic-L-Amino Acid Amidohydrolase,Methionine and cysteine metabolism,95.1,NA,PMID:9518469
RE2666C,-1,0,NA,0.20430761690931523,RE2666C,Glycosphingolipid metabolism,NA,NA,PMID:7930586
RE2666G,1,0,0.20610584717146913,NA,RE2666G,Glycosphingolipid metabolism,9331.1,NA,PMID:7930586
RE2677R,1,0,0.20610584717146913,NA,N-Acylsphingosine Galactosyltransferase,Glycosphingolipid metabolism,7368.1 or 9331.1,NA,"PMID:423891,PMID:9125199"
RE2759X,-24.70254440506199,0,-0.09103312669893147,0.08394953798769066,Alpha-Methylacyl Coenzyme A Racemase,Fatty acid oxidation,23600.1,NA,"PMID:11060344,PMID:11060359"
RE2766C,1,0,1.4659963887747842,NA,17Beta-Estradiol 17-Dehydrogenase,Steroid metabolism,50700.1,NA,PMID:10049998
RE2814M,1,0,1.720286001083555,NA,RE2814M,Bile acid synthesis,NA,NA,PMID:0
RE2888C,-0.8788057003143739,0,6.416874807049497,99.47712884979993,Peroxidase,Purine catabolism,7173.1 or 9588.1,NA,PMID:10600166
RE2954C,1.2833315140911805,0,224.6722896929374,-27.87888645174205,Pyruvate Kinase,Pyrimidine synthesis,5315.1,NA,"PMID:10585400,PMID:8967971"
RE2973N,-0.989530170636274,0,2.877889711617523,546.8712249374389,Phosphatidylinositol 3-Kinase,Phosphatidylinositol phosphate metabolism,5286.1 or 5287.1 or 5288.1,NA,"PMID:10358929,PMID:11493657,PMID:9043658,PMID:9211928"
RE2992M,-0.7721763336191503,0,2.37195416868343,18.450765493094526,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,1632.1 or 10455.1 or 1962.1,NA,"PMID:10407780,PMID:7775433"
RE2999M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,1632.1 or 10455.1 or 1962.1,NA,"PMID:10407780,PMID:7775433"
RE3000M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,RE3000M,Fatty acid oxidation,1891.1,NA,"PMID:10407780,PMID:7775433"
RE3001M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,"2,4-Dienoyl Coenzyme A Reductase (NADPH)",Fatty acid oxidation,1666.1,NA,"PMID:10407780,PMID:7775433"
RE3003M,0.3864675591485419,0,-1.9009382672579493,-4.295761827751971,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,1632.1 or 10455.1 or 1962.1,NA,"PMID:10407780,PMID:7775433"
RE3004M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:7775433"
RE3005M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3295.1 or 1962.1 or 3033.1 or 3028.1,NA,"PMID:10407780,PMID:7775433"
RE3006M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:7775433"
RE3011M,0.3484831756706288,0,1.8583792884161159,0.8978720641332477,Alcohol Dehydrogenase,Eicosanoid metabolism,137872.1,NA,"PMID:11368003,PMID:9799565,PMID:9862787"
RE3012C,4.719061477635997,0,1.380720798703764,-0.8978720641332477,Aldehyde Dehydrogenase (NAD+),Eicosanoid metabolism,223.1 or 218.1,NA,"PMID:11368003,PMID:9799565,PMID:9862787"
RE3012M,0.3484831756706288,0,1.8583792884161159,0.8978720641332477,Aldehyde Dehydrogenase (NAD+),Eicosanoid metabolism,217.1 or 219.1 or 501.1,NA,"PMID:11368003,PMID:9799565,PMID:9862787"
RE3095C,-0.7153596100394273,0,2.181054128228611,13.143925777333788,Peroxidase,Tyrosine metabolism,7173.1 or 9588.1,NA,PMID:9164836
RE3103C,-0.5276622886213397,0,3.012174096892087,9.742149872287282,RE3103C,Fatty acid oxidation,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3104C,-0.5276622886213397,0,3.012174096892087,9.742149872287282,RE3104C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3136C,-0.3765006913611751,0,0.133239926044303,0.29415405562724695,Cholestenol Delta-Isomerase,Cholesterol metabolism,10682.1,NA,PMID:11111101
RE3146R,-0.3575241835118971,0,0.2972733660288897,0.6281260292474755,Long-Chain-Fatty-Acid- Coenzyme A Ligase,Fatty acid oxidation,11001.1 or 2182.1 or 2181.1 or 2180.1 or 51703.1 or 23305.1,NA,PMID:9784915
RE3151C,-0.5315995023806874,0,0.7592858924457412,2.482751194640543,RE3151C,Fatty acid oxidation,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3152C,-0.5315995023806874,0,0.7592858924457412,2.482751194640543,RE3152C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3153C,-0.5315995023806874,0,0.7592858924457412,2.482751194640543,RE3153C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3154C,-0.7272645804680798,3.23711103568413e-7,0.17139347475488276,1.0854544627006582,RE3154C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3161C,-0.37504297667505565,0,0.27184221667662467,0.5981126971200036,RE3161C,Fatty acid oxidation,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3162C,-0.37504297667505565,0,0.27184221667662467,0.5981126971200036,RE3162C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3163C,-0.37504297667505565,0,0.27184221667662467,0.5981126971200036,RE3163C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3169C,-0.43238246823358384,0,0.5716586323338506,1.4425801828586915,RE3169C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3170C,-0.43238246823358384,0,0.5716586323338506,1.4425801828586915,RE3170C,Fatty acid oxidation,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3171C,-0.43238246823358384,0,0.5716586323338506,1.4425801828586915,RE3171C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3172C,-0.43238246823358384,0,0.5716586323338506,1.4425801828586915,RE3172C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3173C,-0.6974702384565031,0,0.4064871093821741,2.2807665830035955,RE3173C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3174C,-0.6712909841247668,0,0.23509363466953329,1.195312124318026,RE3174C,Fatty acid oxidation,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3175C,-0.6712909841247668,0,0.23509363466953329,1.195312124318026,RE3175C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3176C,-0.6974702384565031,0,0.4064871093821741,2.2807665830035955,RE3176C,Fatty acid oxidation,NA,NA,PMID:10970790
RE3177M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3030.1 or 3295.1 or 1962.1 or 3033.1 or 3028.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3178M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3030.1 or 3295.1 or 1962.1 or 3033.1 or 3028.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3179M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,3-Hydroxyacyl Coenzyme A Dehydrogenase,Fatty acid oxidation,3030.1 or 3295.1 or 1962.1 or 3033.1 or 3028.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3185M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,RE3185M,Fatty acid oxidation,34.1 or 33.1 or 36.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3186M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,RE3186M,Fatty acid oxidation,34.1 or 33.1 or 36.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3189M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3190M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3191M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Acetyl Coenzyme A C-Acyltransferase,Fatty acid oxidation,10449.1 or 3032.1 or 3030.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3192M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3193M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3194M,-0.42741759236653976,0,0.19997604178970696,0.4985296724051379,Enoyl Coenzyme A Hydratase,Fatty acid oxidation,1892.1 or 3030.1 or 1962.1 or 3032.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3195M,0.42741759236653976,0,-0.19997604178970696,-0.4985296724051379,Alpha-Methylacyl Coenzyme A Racemase,Fatty acid oxidation,23600.1,NA,"PMID:10407780,PMID:9469587,PMID:9819701"
RE3198C,1,0,NA,-223.565106619668,RE3198C,Tyrosine metabolism,NA,NA,PMID:11744399
RE3225C,0.5449036740772338,2.389326088245319e-13,3.1926961145788586,0.9405015315279074,RE3225C,Fatty acid synthesis,6785.1 or 79071.1 or 60481.1 or 54898.1,NA,PMID:10970790
RE3230C,0.5449036740772338,2.389326088245319e-13,3.1926961145788586,0.9405015315279074,RE3230C,Fatty acid synthesis,NA,NA,PMID:10970790
RE3231C,0.5449036740772338,2.389326088245319e-13,3.1926961145788586,0.9405015315279074,RE3231C,Fatty acid synthesis,NA,NA,PMID:10970790
RE3232C,0.5449036740772338,2.389326088245319e-13,3.1926961145788586,0.9405015315279074,RE3232C,Fatty acid synthesis,NA,NA,PMID:10970790
RE3237C,0.5550898530098161,0,-3.766065614610305,-13.163490342194587,RE3237C,Fatty acid synthesis,NA,NA,PMID:0
RE3247M,0.6468388269951908,0,1.5661931188920462,0.33586686805848004,Acyl Coenzyme A Oxidase,Fatty acid oxidation,51.1,NA,PMID:10709654
RE3247X,-0.46953908297391045,0,0.3556541333755722,0.9852707942118082,Acyl Coenzyme A Oxidase,Fatty acid oxidation,8310.1 or 8309.1 or 51.1,NA,PMID:10709654
RE3251M,1,0,3.076626183749053,NA,RE3251M,Bile acid synthesis,1593.1,NA,"PMID:9210654,PMID:9660774"
RE3269C,-0.3668840009542465,0,0.22381654664119432,0.4832151725967829,"Phosphatidylinositol-3,4-Bisphosphate 4-Phosphatase",Phosphatidylinositol phosphate metabolism,8897.1 or 8897.3 or 8897.2 or 8898.1,NA,PMID:7556092
RE3273C,0.9257088267653505,0,-22.228832580685616,-576.1957611587525,Phospholipase D,Phosphatidylinositol phosphate metabolism,5338.1,NA,PMID:3135804
RE3273R,-1,0,-2.459663586819239,NA,Phospholipase D,Phosphatidylinositol phosphate metabolism,5337.1,NA,PMID:3135804
RE3301C,1,0,1.0657989729021151,NA,Phospholipase D,Glycerophospholipid metabolism,5338.1,NA,PMID:11182251
RE3346M,-0.6775532613760744,0,114.4396236372769,595.38069661567215,Aldehyde Dehydrogenase (NAD+),Bile acid synthesis,217.1 or 219.1 or 501.1,NA,PMID:1591235
RE3352C,1,0,NA,-99.47712884979993,RE3352C,Purine catabolism,NA,NA,"PMID:11342423,PMID:8248161"
RE3430M,1,0,15.764619884654644,NA,RE3430M,Eicosanoid metabolism,NA,NA,"PMID:8244977,PMID:9862787"
RE3432M,1,0,15.764619884654644,NA,Carbonyl Reductase (NADPH),Eicosanoid metabolism,10901.1,NA,"PMID:8244977,PMID:9862787"
RE3470C,-0.6046061186307267,0,-8.048139968364785,-1.9831566531794205,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,874.1 or 873.1,NA,"PMID:1326548,PMID:7929234"
RE3470M,-1,0,-2.94980984290957,NA,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,10901.1,NA,"PMID:1326548,PMID:7929234"
RE3476C,0.47295235222615695,0,9.697724036047003,3.470012206595577,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,874.1 or 873.1,NA,"PMID:1326548,PMID:7929234"
RE3476M,1,0,2.94980984290957,NA,Carbonyl Reductase (NADPH),Arachidonic acid metabolism,10901.1,NA,"PMID:1326548,PMID:7929234"
RE3526C,0.6046061186307267,0,4.024069984182392,0.9915783265897102,Arachidonate 12-Lipoxygenase,Arachidonic acid metabolism,239.1,NA,"PMID:1326548,PMID:7929234"
RE3526M,1,0,1.474904921454785,NA,Arachidonate 12-Lipoxygenase,Arachidonic acid metabolism,NA,NA,"PMID:1326548,PMID:7929234"
RE3597C,1.0037997810527226,0,473.48934598072356,-0.8978720641332477,Carbonyl Reductase (NADPH),Eicosanoid metabolism,874.1 or 873.1,NA,"PMID:8847485,PMID:9862787"
RE3597M,0.3484831756706288,0,1.8583792884161159,0.8978720641332477,Carbonyl Reductase (NADPH),Eicosanoid metabolism,10901.1,NA,"PMID:8847485,PMID:9862787"
RE3597X,-1,0,-475.3477251877904,NA,Carbonyl Reductase (NADPH),Eicosanoid metabolism,10901.1,NA,"PMID:8847485,PMID:9862787"
RE3624M,-0.3864675591485419,0,1.9009382672579493,4.295761827751971,Acyl Coenzyme A Oxidase,Fatty acid oxidation,51.1,NA,"PMID:11356164,PMID:7775433"
RE3626M,-0.4283358211333634,1.1091655908082402e-13,1.7219410967802926,4.302368840547453,Acyl Coenzyme A Oxidase,Fatty acid oxidation,51.1,NA,"PMID:11356164,PMID:7775433"
RE3628M,0.5209781208933425,0,-8.388888797348459,-26.636186938203124,Dodecenoyl Coenzyme A Isomerase,Fatty acid oxidation,1632.1 or 10455.1 or 1962.1,NA,"PMID:11356164,PMID:7775433"
EX_HC02187[e],-2.157592550407811,0,-192.1990021452304,524.2657592741012,Exchange of Reverse-Triiodthyronine,Exchange/demand reaction,NA,NA,NA
EX_HC02180[e],-0.569930567615406,0,-2.7466219523768554,-0.75241425856685,Exchange of Thromboxane-B2,Exchange/demand reaction,NA,NA,NA
EX_HC02203[e],-1.013836373385543,0,-5.386204277787219,783.9434356712342,Exchange of Prostaglandin-A2,Exchange/demand reaction,NA,NA,NA
EX_crm_hs[e],0.5170541927925352,0,-81.47625917915441,-255.9374131758213,Exchange of N-Acylsphingosine,Exchange/demand reaction,NA,NA,NA
EX_CE0074[e],-0.8788057003143739,0,6.416874807049497,99.47712884979993,Exchange of Alloxan,Exchange/demand reaction,NA,NA,NA
HCO3_NAt,0.9225858745302851,0,151.5494156021066,6.102232222604751,Bicarbonate Transport (Na/Hco3 Symport),"Transport, extracellular",9497.1,NA,"PMID:10993873,PMID:14722772"
2MB2COAc,0.5801858349840965,0,122.434652114743,32.52769396397024,Transport of 2-Methylcrotonoyl Coenzyme A into Cytosol,Fatty acid oxidation,1622.1,NA,"PMID: 20511713, PMID: 11859412, PMID: 16908521, PMID: 8001684"
ADPACtx,-0.6139256506118873,0,0.253821058693693,1.0610606945021501,Transport into Cytosol (Diffusion),Fatty acid oxidation,NA,NA,"Glatz JFC, Luiken JJFP, Bonen A. (2010). Physiological Reviews 90: 367-417, Kamp F, Hamilton JA. (2006). Prostaglandins, Leukotrienes and Essential Fatty Acids 75: 149-59, PMCID: PMC2785172, Evtodienko VY, Bondarenko DI, Antonenko YN. (1999). Biochimica et Biophysica Acta (BBA) - Biomembranes 1420: 95-103"
ADPCOACROT,2.4914180397829946,0,0.28709458496722134,-0.6720900420544836,Production of Adipoyl Carnitine,Fatty acid oxidation,54677.1,NA,"PMID: 15060085, Westin M, Hunt M, Alexson S. (2008). Cellular and Molecular Life Sciences 65: 982-90, PMID: 20560540"
ADPCOAPTE,-0.6139256506118873,0,0.253821058693693,1.0610606945021501,Thioesterification of Adipoyl Coenzyme A for Release into Cytosol,Fatty acid oxidation,10005.1,NA,"PMID: 15007068, PMID: 18538142, Westin MAK, Hunt MC, Alexson SEH. (2005). Journal of Biological Chemistry 280: 38125-32"
C10DCCACT,2.0775828882101215,0,0.3320158569146464,-0.948239185156484,Transport of Sebacoyl Carnitine into Cytosol,Fatty acid oxidation,788.1,NA,"Westin M, Hunt M, Alexson S. (2008). Cellular and Molecular Life Sciences 65: 982-90. doi:10.1006/mgme.2000.3055,doi:10.1006/bbrc.1999.1340,biochimica et biophysica acta 1546 (2001) 21-43"
C10DCe,1,0,0.3320158569146464,NA,Transport of Sebacoyl Carnitine into Extra Cellular Space,Fatty acid oxidation,NA,NA,"PMID: 6959231, PMID: 3119938"
C12DCe,1,0,0.39117395190859244,NA,Excretion of Dodecanedioyl Carnitine,Fatty acid oxidation,NA,NA,"Korman SH, Waterham HR, Gutman A, Jakobs C, Wanders RJA. (2005). Molecular Genetics and Metabolism 86: 337-44"
C12OHc,-0.5502155276055474,0,8.002969536452335,27.58282778486507,Production of 3-Ohdodecanoylcarnitinec,Fatty acid oxidation,1374.1 or 1375.1 or 126129.1,NA,"clinical chemistry 46:2, 149-155(2000), Biochemistry 2005,  44, 5234-5245"
C141ACBP,-0.5211505019962813,0,0.941707719338164,2.9915018726695983,Transport of 3-Hydroxytetradecenoyl Coenzyme A from Mitochondria into Cytosol,Fatty acid oxidation,1622.1,NA,"PMID: 20511713, PMID: 11859412, PMID: 16908521, PMID: 8001684"
C141OHc,-0.5211505019962813,0,0.941707719338164,2.9915018726695983,Production of 3-Hydroxytetradecenoyl Carnitine,Fatty acid oxidation,1374.1 or 1375.1 or 126129.1,NA,PMID: 21281499
